period,NG,OIL,SUN
2021-07-28 22:00:00,24158,0,1375
2021-07-28 23:00:00,24085,0,894
2021-07-29 00:00:00,23559,-3,300
2021-07-29 01:00:00,22297,-1,22
2021-07-29 02:00:00,21271,0,0
2021-07-29 03:00:00,19421,0,-1
2021-07-29 04:00:00,16164,-1,0
2021-07-29 05:00:00,13802,0,-1
2021-07-29 06:00:00,13252,-2,0
2021-07-29 07:00:00,12879,0,-1
2021-07-29 08:00:00,12198,0,0
2021-07-29 09:00:00,12137,0,0
2021-07-29 10:00:00,12367,0,0
2021-07-29 11:00:00,13072,0,0
2021-07-29 12:00:00,13823,0,219
2021-07-29 13:00:00,14859,-1,1062
2021-07-29 14:00:00,15777,0,1798
2021-07-29 15:00:00,17855,-1,2159
2021-07-29 16:00:00,20539,0,2243
2021-07-29 17:00:00,22708,-1,2283
2021-07-29 18:00:00,24014,-2,2246
2021-07-29 19:00:00,23901,-1,2198
2021-07-29 20:00:00,24270,-2,2175
2021-07-29 21:00:00,24478,0,2119
2021-07-29 22:00:00,24096,0,1846
2021-07-29 23:00:00,24153,0,1417
2021-07-30 00:00:00,24107,-1,511
2021-07-30 01:00:00,22989,-1,36
2021-07-30 02:00:00,21635,0,0
2021-07-30 03:00:00,19571,0,-1
2021-07-30 04:00:00,16004,0,0
2021-07-30 05:00:00,13718,0,0
2021-07-30 06:00:00,13540,-1,0
2021-07-30 07:00:00,13390,0,0
2021-07-30 08:00:00,12776,0,0
2021-07-30 09:00:00,12418,0,-1
2021-07-30 10:00:00,12650,-1,0
2021-07-30 11:00:00,13075,-1,-1
2021-07-30 12:00:00,13859,-1,174
2021-07-30 13:00:00,14669,-2,895
2021-07-30 14:00:00,15527,0,1536
2021-07-30 15:00:00,17326,0,1946
2021-07-30 16:00:00,19478,0,2171
2021-07-30 17:00:00,20650,0,2191
2021-07-30 18:00:00,21871,0,2213
2021-07-30 19:00:00,22796,0,2269
2021-07-30 20:00:00,22995,0,2193
2021-07-30 21:00:00,22989,0,2073
2021-07-30 22:00:00,23026,0,1748
2021-07-30 23:00:00,22597,-1,1247
2021-07-31 00:00:00,22159,-2,457
2021-07-31 01:00:00,21686,0,27
2021-07-31 02:00:00,20663,0,-1
2021-07-31 03:00:00,19036,-1,0
2021-07-31 04:00:00,16161,-1,0
2021-07-31 05:00:00,14026,0,-2
2021-07-31 06:00:00,13037,-2,0
2021-07-31 07:00:00,12924,-2,-1
2021-07-31 08:00:00,12473,0,0
2021-07-31 09:00:00,11918,-1,-1
2021-07-31 10:00:00,11763,0,-1
2021-07-31 11:00:00,11940,0,0
2021-07-31 12:00:00,11828,0,144
2021-07-31 13:00:00,12716,0,804
2021-07-31 14:00:00,14321,0,1602
2021-07-31 15:00:00,15484,-1,2115
2021-07-31 16:00:00,17448,-1,2306
2021-07-31 17:00:00,19474,0,2355
2021-07-31 18:00:00,20622,0,2270
2021-07-31 19:00:00,21701,0,2160
2021-07-31 20:00:00,21618,-1,1911
2021-07-31 21:00:00,21416,0,1756
2021-07-31 22:00:00,20993,0,1340
2021-07-31 23:00:00,20547,0,752
2021-08-01 00:00:00,19814,-1,187
2021-08-01 01:00:00,18384,-2,8
2021-08-01 02:00:00,17889,0,0
2021-08-01 03:00:00,16865,0,0
2021-08-01 04:00:00,14462,0,0
2021-08-01 05:00:00,13488,-1,0
2021-08-01 06:00:00,12474,0,0
2021-08-01 07:00:00,12222,-1,0
2021-08-01 08:00:00,12105,0,-1
2021-08-01 09:00:00,11432,-1,0
2021-08-01 10:00:00,11060,0,0
2021-08-01 11:00:00,10702,0,0
2021-08-01 12:00:00,10758,-1,117
2021-08-01 13:00:00,11558,0,694
2021-08-01 14:00:00,12873,-1,1497
2021-08-01 15:00:00,14797,-1,2062
2021-08-01 16:00:00,16415,0,2320
2021-08-01 17:00:00,18216,-2,2323
2021-08-01 18:00:00,19855,-1,2243
2021-08-01 19:00:00,20496,-2,2184
2021-08-01 20:00:00,20534,-2,1770
2021-08-01 21:00:00,20681,-1,1477
2021-08-01 22:00:00,21103,0,1113
2021-08-01 23:00:00,20913,0,583
2021-08-02 00:00:00,19975,0,246
2021-08-02 01:00:00,19517,0,25
2021-08-02 02:00:00,18659,-1,0
2021-08-02 03:00:00,16765,0,-2
2021-08-02 04:00:00,15128,-1,0
2021-08-02 05:00:00,13589,0,-1
2021-08-02 06:00:00,12723,0,0
2021-08-02 07:00:00,12679,0,-1
2021-08-02 08:00:00,12224,0,-1
2021-08-02 09:00:00,12122,-1,0
2021-08-02 10:00:00,12376,-1,-1
2021-08-02 11:00:00,12903,0,0
2021-08-02 12:00:00,13485,0,129
2021-08-02 13:00:00,14337,0,655
2021-08-02 14:00:00,14866,0,1306
2021-08-02 15:00:00,15819,-2,1735
2021-08-02 16:00:00,17875,0,2017
2021-08-02 17:00:00,19425,0,2138
2021-08-02 18:00:00,20453,-1,2139
2021-08-02 19:00:00,21563,1,2042
2021-08-02 20:00:00,21770,6,1528
2021-08-02 21:00:00,21484,12,1015
2021-08-02 22:00:00,20522,0,624
2021-08-02 23:00:00,20058,0,250
2021-08-03 00:00:00,19560,-1,63
2021-08-03 01:00:00,18735,0,2
2021-08-03 02:00:00,17701,-1,0
2021-08-03 03:00:00,15960,0,-1
2021-08-03 04:00:00,14513,-1,-1
2021-08-03 05:00:00,13155,0,0
2021-08-03 06:00:00,12526,-1,-1
2021-08-03 07:00:00,12195,0,0
2021-08-03 08:00:00,11945,-1,0
2021-08-03 09:00:00,11892,-1,-1
2021-08-03 10:00:00,12171,-2,0
2021-08-03 11:00:00,12660,0,0
2021-08-03 12:00:00,13231,-1,26
2021-08-03 13:00:00,14129,8,218
2021-08-03 14:00:00,14813,26,536
2021-08-03 15:00:00,15620,49,859
2021-08-03 16:00:00,16619,6,1270
2021-08-03 17:00:00,18027,0,1585
2021-08-03 18:00:00,18800,0,1666
2021-08-03 19:00:00,19152,0,1620
2021-08-03 20:00:00,19456,0,1578
2021-08-03 21:00:00,19206,-1,1592
2021-08-03 22:00:00,18973,-1,1305
2021-08-03 23:00:00,19140,0,769
2021-08-04 00:00:00,19070,-1,304
2021-08-04 01:00:00,18881,0,22
2021-08-04 02:00:00,18383,0,0
2021-08-04 03:00:00,16368,-1,-1
2021-08-04 04:00:00,14777,-2,0
2021-08-04 05:00:00,13424,0,-2
2021-08-04 06:00:00,12837,0,0
2021-08-04 07:00:00,12397,-1,0
2021-08-04 08:00:00,12042,-1,0
2021-08-04 09:00:00,11885,0,0
2021-08-04 10:00:00,12101,0,0
2021-08-04 11:00:00,12287,0,-2
2021-08-04 12:00:00,12965,0,109
2021-08-04 13:00:00,13441,-1,552
2021-08-04 14:00:00,14105,0,999
2021-08-04 15:00:00,14787,-2,1458
2021-08-04 16:00:00,15445,-1,1907
2021-08-04 17:00:00,17026,0,2118
2021-08-04 18:00:00,18163,-1,2094
2021-08-04 19:00:00,18639,0,2095
2021-08-04 20:00:00,18797,-1,1990
2021-08-04 21:00:00,19240,-1,1789
2021-08-04 22:00:00,19387,-1,1556
2021-08-04 23:00:00,19392,-1,1044
2021-08-05 00:00:00,19111,0,403
2021-08-05 01:00:00,18616,0,24
2021-08-05 02:00:00,18392,0,0
2021-08-05 03:00:00,16894,0,0
2021-08-05 04:00:00,15165,-1,0
2021-08-05 05:00:00,13465,-1,0
2021-08-05 06:00:00,12978,0,0
2021-08-05 07:00:00,12468,-1,-1
2021-08-05 08:00:00,11567,-1,0
2021-08-05 09:00:00,11442,0,0
2021-08-05 10:00:00,11774,0,0
2021-08-05 11:00:00,12200,0,-1
2021-08-05 12:00:00,12882,0,91
2021-08-05 13:00:00,13651,0,517
2021-08-05 14:00:00,14712,-1,976
2021-08-05 15:00:00,15204,-1,1436
2021-08-05 16:00:00,16605,-1,1701
2021-08-05 17:00:00,18160,0,1850
2021-08-05 18:00:00,18911,-3,1857
2021-08-05 19:00:00,19298,-1,1832
2021-08-05 20:00:00,19780,0,1774
2021-08-05 21:00:00,19983,0,1597
2021-08-05 22:00:00,20268,0,1418
2021-08-05 23:00:00,20167,-1,1035
2021-08-06 00:00:00,19855,0,354
2021-08-06 01:00:00,19448,-1,13
2021-08-06 02:00:00,18848,-1,0
2021-08-06 03:00:00,17080,0,-2
2021-08-06 04:00:00,15376,-2,0
2021-08-06 05:00:00,13505,0,-2
2021-08-06 06:00:00,13247,0,0
2021-08-06 07:00:00,12639,-1,0
2021-08-06 08:00:00,12164,-1,0
2021-08-06 09:00:00,11899,0,-1
2021-08-06 10:00:00,12314,0,0
2021-08-06 11:00:00,13061,-1,0
2021-08-06 12:00:00,13696,-1,72
2021-08-06 13:00:00,14176,-2,417
2021-08-06 14:00:00,15251,0,845
2021-08-06 15:00:00,16618,-1,1285
2021-08-06 16:00:00,17911,0,1498
2021-08-06 17:00:00,19670,0,1432
2021-08-06 18:00:00,20161,-1,1552
2021-08-06 19:00:00,20552,0,1583
2021-08-06 20:00:00,20627,0,1564
2021-08-06 21:00:00,20903,0,1487
2021-08-06 22:00:00,20520,0,1601
2021-08-06 23:00:00,20548,-1,1155
2021-08-07 00:00:00,20405,-2,403
2021-08-07 01:00:00,19622,0,13
2021-08-07 02:00:00,18739,0,0
2021-08-07 03:00:00,16985,0,0
2021-08-07 04:00:00,14663,0,0
2021-08-07 05:00:00,13211,0,-1
2021-08-07 06:00:00,12248,0,0
2021-08-07 07:00:00,12117,-1,0
2021-08-07 08:00:00,11881,-2,-1
2021-08-07 09:00:00,11549,-1,0
2021-08-07 10:00:00,11414,0,0
2021-08-07 11:00:00,11530,-1,-1
2021-08-07 12:00:00,12078,0,42
2021-08-07 13:00:00,12907,0,379
2021-08-07 14:00:00,13704,0,863
2021-08-07 15:00:00,14936,0,1562
2021-08-07 16:00:00,16978,-2,1797
2021-08-07 17:00:00,18623,-1,1907
2021-08-07 18:00:00,19579,0,1966
2021-08-07 19:00:00,19872,0,2000
2021-08-07 20:00:00,20040,-2,1959
2021-08-07 21:00:00,20171,-1,1934
2021-08-07 22:00:00,19536,0,1684
2021-08-07 23:00:00,18734,-1,1290
2021-08-08 00:00:00,18709,0,437
2021-08-08 01:00:00,18212,0,15
2021-08-08 02:00:00,17381,-1,0
2021-08-08 03:00:00,15944,-1,-1
2021-08-08 04:00:00,14478,0,0
2021-08-08 05:00:00,12930,0,-1
2021-08-08 06:00:00,11668,0,-1
2021-08-08 07:00:00,10853,0,-1
2021-08-08 08:00:00,9903,0,0
2021-08-08 09:00:00,9665,-1,0
2021-08-08 10:00:00,9742,0,0
2021-08-08 11:00:00,9800,-2,0
2021-08-08 12:00:00,10136,0,158
2021-08-08 13:00:00,10873,0,935
2021-08-08 14:00:00,11888,0,1669
2021-08-08 15:00:00,13730,0,2116
2021-08-08 16:00:00,15468,-1,2209
2021-08-08 17:00:00,17147,0,2057
2021-08-08 18:00:00,18226,0,2144
2021-08-08 19:00:00,19558,0,2154
2021-08-08 20:00:00,20331,0,1868
2021-08-08 21:00:00,20408,-2,1863
2021-08-08 22:00:00,20552,-2,1612
2021-08-08 23:00:00,20327,-1,1122
2021-08-09 00:00:00,20075,0,373
2021-08-09 01:00:00,19388,-2,15
2021-08-09 02:00:00,18786,0,-2
2021-08-09 03:00:00,17174,0,0
2021-08-09 04:00:00,15085,-1,0
2021-08-09 05:00:00,13446,0,0
2021-08-09 06:00:00,12702,0,0
2021-08-09 07:00:00,12232,-1,0
2021-08-09 08:00:00,11755,0,0
2021-08-09 09:00:00,11468,0,-1
2021-08-09 10:00:00,11874,0,0
2021-08-09 11:00:00,12899,0,0
2021-08-09 12:00:00,14050,4,142
2021-08-09 13:00:00,14876,34,844
2021-08-09 14:00:00,15456,-1,1517
2021-08-09 15:00:00,17304,-1,1976
2021-08-09 16:00:00,19542,-1,2048
2021-08-09 17:00:00,21499,-3,1904
2021-08-09 18:00:00,22449,0,1856
2021-08-09 19:00:00,22721,0,1998
2021-08-09 20:00:00,22391,-1,2018
2021-08-09 21:00:00,22513,0,1900
2021-08-09 22:00:00,22393,0,1683
2021-08-09 23:00:00,22072,-1,1086
2021-08-10 00:00:00,21705,-1,330
2021-08-10 01:00:00,20938,-1,12
2021-08-10 02:00:00,20466,0,0
2021-08-10 03:00:00,18193,0,-2
2021-08-10 04:00:00,16005,0,-1
2021-08-10 05:00:00,14442,-2,0
2021-08-10 06:00:00,13422,0,0
2021-08-10 07:00:00,13028,-1,-1
2021-08-10 08:00:00,12479,0,0
2021-08-10 09:00:00,12194,0,0
2021-08-10 10:00:00,12523,-2,0
2021-08-10 11:00:00,13319,-2,-1
2021-08-10 12:00:00,13653,0,125
2021-08-10 13:00:00,14250,-1,850
2021-08-10 14:00:00,15258,0,1644
2021-08-10 15:00:00,16798,0,2095
2021-08-10 16:00:00,19368,0,2095
2021-08-10 17:00:00,21660,-1,1808
2021-08-10 18:00:00,22828,-1,1718
2021-08-10 19:00:00,23087,-1,1708
2021-08-10 20:00:00,23519,0,1434
2021-08-10 21:00:00,23510,0,1266
2021-08-10 22:00:00,23202,-1,932
2021-08-10 23:00:00,22432,-1,533
2021-08-11 00:00:00,21384,-1,183
2021-08-11 01:00:00,20814,0,7
2021-08-11 02:00:00,20323,0,0
2021-08-11 03:00:00,18280,0,0
2021-08-11 04:00:00,15643,-1,0
2021-08-11 05:00:00,14160,-1,0
2021-08-11 06:00:00,13414,0,-1
2021-08-11 07:00:00,13325,0,0
2021-08-11 08:00:00,12912,0,0
2021-08-11 09:00:00,12557,-1,0
2021-08-11 10:00:00,12545,-2,-1
2021-08-11 11:00:00,13244,-1,0
2021-08-11 12:00:00,13896,0,109
2021-08-11 13:00:00,14405,0,767
2021-08-11 14:00:00,14999,0,1576
2021-08-11 15:00:00,16432,0,2086
2021-08-11 16:00:00,18967,-1,2273
2021-08-11 17:00:00,20974,0,2208
2021-08-11 18:00:00,21734,0,2109
2021-08-11 19:00:00,21643,0,1987
2021-08-11 20:00:00,20794,-1,1950
2021-08-11 21:00:00,20453,0,1742
2021-08-11 22:00:00,20433,-1,1520
2021-08-11 23:00:00,20340,-1,883
2021-08-12 00:00:00,20071,0,246
2021-08-12 01:00:00,19103,-1,4
2021-08-12 02:00:00,18397,-1,-1
2021-08-12 03:00:00,16346,-1,0
2021-08-12 04:00:00,14858,-1,0
2021-08-12 05:00:00,13618,0,0
2021-08-12 06:00:00,12772,-1,0
2021-08-12 07:00:00,12481,-1,0
2021-08-12 08:00:00,12234,0,0
2021-08-12 09:00:00,12085,0,-1
2021-08-12 10:00:00,12347,0,-1
2021-08-12 11:00:00,12673,-1,0
2021-08-12 12:00:00,13308,-1,133
2021-08-12 13:00:00,13845,0,877
2021-08-12 14:00:00,14690,0,1584
2021-08-12 15:00:00,15460,0,1884
2021-08-12 16:00:00,17005,-1,2082
2021-08-12 17:00:00,19285,-1,2139
2021-08-12 18:00:00,20704,-3,2148
2021-08-12 19:00:00,21576,0,1989
2021-08-12 20:00:00,22002,-1,2030
2021-08-12 21:00:00,22689,0,1863
2021-08-12 22:00:00,22679,0,1669
2021-08-12 23:00:00,22781,0,1109
2021-08-13 00:00:00,22351,0,305
2021-08-13 01:00:00,21877,-2,6
2021-08-13 02:00:00,20462,0,0
2021-08-13 03:00:00,18150,0,0
2021-08-13 04:00:00,15659,-1,0
2021-08-13 05:00:00,14552,-1,0
2021-08-13 06:00:00,13424,-1,0
2021-08-13 07:00:00,13231,0,-2
2021-08-13 08:00:00,12753,0,0
2021-08-13 09:00:00,12457,0,-1
2021-08-13 10:00:00,12957,0,0
2021-08-13 11:00:00,13107,-1,0
2021-08-13 12:00:00,13450,0,167
2021-08-13 13:00:00,14033,-2,1069
2021-08-13 14:00:00,14855,0,1875
2021-08-13 15:00:00,16765,10,2199
2021-08-13 16:00:00,18379,15,2249
2021-08-13 17:00:00,20788,-1,2193
2021-08-13 18:00:00,22191,32,2053
2021-08-13 19:00:00,23210,1,1950
2021-08-13 20:00:00,23210,-2,1971
2021-08-13 21:00:00,23421,-1,1837
2021-08-13 22:00:00,22894,0,1719
2021-08-13 23:00:00,22430,0,1306
2021-08-14 00:00:00,21991,-1,421
2021-08-14 01:00:00,21110,0,12
2021-08-14 02:00:00,19932,0,0
2021-08-14 03:00:00,17822,0,-1
2021-08-14 04:00:00,15803,0,0
2021-08-14 05:00:00,14015,-1,0
2021-08-14 06:00:00,13197,-3,0
2021-08-14 07:00:00,12980,-1,-1
2021-08-14 08:00:00,12687,0,0
2021-08-14 09:00:00,12326,-2,-1
2021-08-14 10:00:00,12095,-1,-1
2021-08-14 11:00:00,11722,0,0
2021-08-14 12:00:00,11759,-1,92
2021-08-14 13:00:00,12948,0,799
2021-08-14 14:00:00,14074,0,1478
2021-08-14 15:00:00,15857,0,1990
2021-08-14 16:00:00,17613,0,2263
2021-08-14 17:00:00,19567,0,2102
2021-08-14 18:00:00,20725,0,1947
2021-08-14 19:00:00,21118,0,1679
2021-08-14 20:00:00,21104,0,1493
2021-08-14 21:00:00,21089,0,1205
2021-08-14 22:00:00,20973,0,856
2021-08-14 23:00:00,20302,-1,367
2021-08-15 00:00:00,19365,-1,129
2021-08-15 01:00:00,18338,-1,3
2021-08-15 02:00:00,17427,-3,0
2021-08-15 03:00:00,15632,-1,-1
2021-08-15 04:00:00,14633,-1,0
2021-08-15 05:00:00,13196,-1,-1
2021-08-15 06:00:00,12193,0,0
2021-08-15 07:00:00,11641,-1,-1
2021-08-15 08:00:00,10935,0,0
2021-08-15 09:00:00,10905,0,-1
2021-08-15 10:00:00,10883,0,0
2021-08-15 11:00:00,10985,0,0
2021-08-15 12:00:00,11010,0,74
2021-08-15 13:00:00,11871,0,482
2021-08-15 14:00:00,12987,0,817
2021-08-15 15:00:00,14600,-1,1147
2021-08-15 16:00:00,15948,0,1345
2021-08-15 17:00:00,17142,-2,1479
2021-08-15 18:00:00,18154,0,1645
2021-08-15 19:00:00,18816,-1,1490
2021-08-15 20:00:00,19422,-2,1142
2021-08-15 21:00:00,19147,0,1210
2021-08-15 22:00:00,19201,0,1143
2021-08-15 23:00:00,19253,0,811
2021-08-16 00:00:00,18820,0,301
2021-08-16 01:00:00,19017,0,9
2021-08-16 02:00:00,18345,0,0
2021-08-16 03:00:00,16178,0,0
2021-08-16 04:00:00,14689,0,-1
2021-08-16 05:00:00,13470,0,-1
2021-08-16 06:00:00,12584,0,0
2021-08-16 07:00:00,11557,0,0
2021-08-16 08:00:00,11416,-1,0
2021-08-16 09:00:00,11115,-3,0
2021-08-16 10:00:00,12177,0,0
2021-08-16 11:00:00,13203,-1,-2
2021-08-16 12:00:00,13364,1,22
2021-08-16 13:00:00,14118,-1,152
2021-08-16 14:00:00,14940,15,334
2021-08-16 15:00:00,15733,6,527
2021-08-16 16:00:00,16923,-1,662
2021-08-16 17:00:00,18413,0,798
2021-08-16 18:00:00,19051,-1,787
2021-08-16 19:00:00,19007,0,817
2021-08-16 20:00:00,18885,0,659
2021-08-16 21:00:00,18699,0,470
2021-08-16 22:00:00,18234,-1,380
2021-08-16 23:00:00,18090,-1,200
2021-08-17 00:00:00,17765,-1,65
2021-08-17 01:00:00,17755,0,2
2021-08-17 02:00:00,17067,-1,0
2021-08-17 03:00:00,15703,0,0
2021-08-17 04:00:00,14409,0,-1
2021-08-17 05:00:00,12729,-1,0
2021-08-17 06:00:00,11999,-1,-1
2021-08-17 07:00:00,11653,0,-1
2021-08-17 08:00:00,11310,-1,0
2021-08-17 09:00:00,11321,-1,0
2021-08-17 10:00:00,12104,0,-1
2021-08-17 11:00:00,13057,0,-1
2021-08-17 12:00:00,13687,-1,47
2021-08-17 13:00:00,14123,-1,420
2021-08-17 14:00:00,15001,0,665
2021-08-17 15:00:00,16189,0,1046
2021-08-17 16:00:00,17103,-1,1345
2021-08-17 17:00:00,17729,-1,1466
2021-08-17 18:00:00,18217,0,1555
2021-08-17 19:00:00,18431,-1,1580
2021-08-17 20:00:00,18514,0,1558
2021-08-17 21:00:00,18505,0,1458
2021-08-17 22:00:00,18750,0,1374
2021-08-17 23:00:00,19010,0,1018
2021-08-18 00:00:00,18636,0,316
2021-08-18 01:00:00,18965,-1,5
2021-08-18 02:00:00,18750,-1,-1
2021-08-18 03:00:00,16839,-1,0
2021-08-18 04:00:00,14167,-3,0
2021-08-18 05:00:00,12653,0,0
2021-08-18 06:00:00,11859,0,0
2021-08-18 07:00:00,11350,0,0
2021-08-18 08:00:00,10766,0,-1
2021-08-18 09:00:00,10685,-1,0
2021-08-18 10:00:00,11537,-1,0
2021-08-18 11:00:00,12629,0,-1
2021-08-18 12:00:00,13222,0,107
2021-08-18 13:00:00,14258,-1,869
2021-08-18 14:00:00,15719,-2,1671
2021-08-18 15:00:00,17857,0,1891
2021-08-18 16:00:00,19847,-1,1895
2021-08-18 17:00:00,21755,0,1929
2021-08-18 18:00:00,23048,-1,1987
2021-08-18 19:00:00,23682,0,1921
2021-08-18 20:00:00,24051,-1,1894
2021-08-18 21:00:00,24772,0,1769
2021-08-18 22:00:00,24859,-1,1555
2021-08-18 23:00:00,24633,0,1105
2021-08-19 00:00:00,24141,0,294
2021-08-19 01:00:00,23015,-2,4
2021-08-19 02:00:00,22027,-1,0
2021-08-19 03:00:00,19676,0,-1
2021-08-19 04:00:00,16939,0,0
2021-08-19 05:00:00,14705,0,0
2021-08-19 06:00:00,13367,0,0
2021-08-19 07:00:00,13272,0,-1
2021-08-19 08:00:00,12415,0,0
2021-08-19 09:00:00,12055,-1,-1
2021-08-19 10:00:00,12494,0,-1
2021-08-19 11:00:00,13515,0,0
2021-08-19 12:00:00,14126,-1,129
2021-08-19 13:00:00,14705,0,998
2021-08-19 14:00:00,15660,-2,1770
2021-08-19 15:00:00,17790,-1,1969
2021-08-19 16:00:00,20001,-1,1922
2021-08-19 17:00:00,21746,-1,2167
2021-08-19 18:00:00,22660,-2,2162
2021-08-19 19:00:00,23242,-1,1883
2021-08-19 20:00:00,22310,0,1826
2021-08-19 21:00:00,21255,0,1834
2021-08-19 22:00:00,20507,-1,1461
2021-08-19 23:00:00,20307,-1,878
2021-08-20 00:00:00,20063,-1,162
2021-08-20 01:00:00,19678,0,1
2021-08-20 02:00:00,18617,0,0
2021-08-20 03:00:00,17023,0,0
2021-08-20 04:00:00,14832,0,-1
2021-08-20 05:00:00,13867,0,0
2021-08-20 06:00:00,13092,0,-1
2021-08-20 07:00:00,12223,-1,0
2021-08-20 08:00:00,11666,-1,0
2021-08-20 09:00:00,11443,-2,0
2021-08-20 10:00:00,11729,0,0
2021-08-20 11:00:00,12861,0,-1
2021-08-20 12:00:00,13941,-2,57
2021-08-20 13:00:00,13993,0,413
2021-08-20 14:00:00,14645,-1,842
2021-08-20 15:00:00,15448,0,1174
2021-08-20 16:00:00,16677,-1,1422
2021-08-20 17:00:00,18394,0,1796
2021-08-20 18:00:00,19354,0,1926
2021-08-20 19:00:00,20583,0,1886
2021-08-20 20:00:00,20976,0,1850
2021-08-20 21:00:00,21167,-1,1557
2021-08-20 22:00:00,21309,-1,1364
2021-08-20 23:00:00,20721,0,889
2021-08-21 00:00:00,20217,0,147
2021-08-21 01:00:00,19202,0,1
2021-08-21 02:00:00,17989,-1,0
2021-08-21 03:00:00,15831,-1,-1
2021-08-21 04:00:00,14071,-1,0
2021-08-21 05:00:00,12916,-2,0
2021-08-21 06:00:00,12174,-1,-1
2021-08-21 07:00:00,12024,0,-2
2021-08-21 08:00:00,11368,0,-1
2021-08-21 09:00:00,10959,0,0
2021-08-21 10:00:00,10963,-1,0
2021-08-21 11:00:00,11279,0,0
2021-08-21 12:00:00,11346,0,37
2021-08-21 13:00:00,12081,-2,336
2021-08-21 14:00:00,13224,0,726
2021-08-21 15:00:00,14869,0,1280
2021-08-21 16:00:00,15809,0,1915
2021-08-21 17:00:00,16871,-1,1886
2021-08-21 18:00:00,18006,0,1915
2021-08-21 19:00:00,18748,-1,1906
2021-08-21 20:00:00,19292,0,1565
2021-08-21 21:00:00,19737,0,1133
2021-08-21 22:00:00,19587,-2,960
2021-08-21 23:00:00,19024,0,709
2021-08-22 00:00:00,18353,0,162
2021-08-22 01:00:00,17517,-1,2
2021-08-22 02:00:00,16291,0,0
2021-08-22 03:00:00,15019,0,0
2021-08-22 04:00:00,14091,0,0
2021-08-22 05:00:00,12865,-1,0
2021-08-22 06:00:00,11881,0,0
2021-08-22 07:00:00,11456,-1,-2
2021-08-22 08:00:00,11005,-1,0
2021-08-22 09:00:00,10941,0,0
2021-08-22 10:00:00,10822,-2,0
2021-08-22 11:00:00,11003,0,-1
2021-08-22 12:00:00,11133,0,37
2021-08-22 13:00:00,11407,0,270
2021-08-22 14:00:00,12075,0,818
2021-08-22 15:00:00,13837,-2,1272
2021-08-22 16:00:00,15548,-1,1621
2021-08-22 17:00:00,16574,-1,1798
2021-08-22 18:00:00,17909,0,1858
2021-08-22 19:00:00,18662,-3,1898
2021-08-22 20:00:00,19033,-1,1920
2021-08-22 21:00:00,19320,-1,1564
2021-08-22 22:00:00,19484,0,1286
2021-08-22 23:00:00,19448,0,894
2021-08-23 00:00:00,18903,0,210
2021-08-23 01:00:00,17716,-1,1
2021-08-23 02:00:00,16973,0,0
2021-08-23 03:00:00,15470,0,0
2021-08-23 04:00:00,14225,0,-1
2021-08-23 05:00:00,12871,0,-1
2021-08-23 06:00:00,12186,0,0
2021-08-23 07:00:00,11410,-1,-1
2021-08-23 08:00:00,10917,0,-1
2021-08-23 09:00:00,10682,0,0
2021-08-23 10:00:00,11029,0,0
2021-08-23 11:00:00,12631,0,0
2021-08-23 12:00:00,13542,-1,67
2021-08-23 13:00:00,14170,-1,523
2021-08-23 14:00:00,14957,-1,1047
2021-08-23 15:00:00,15967,0,1602
2021-08-23 16:00:00,17996,-1,1833
2021-08-23 17:00:00,19879,0,2001
2021-08-23 18:00:00,21190,0,2078
2021-08-23 19:00:00,21839,0,2099
2021-08-23 20:00:00,22848,0,2016
2021-08-23 21:00:00,22996,-1,1844
2021-08-23 22:00:00,22431,0,1509
2021-08-23 23:00:00,21930,0,901
2021-08-24 00:00:00,21535,-1,179
2021-08-24 01:00:00,20782,0,2
2021-08-24 02:00:00,19595,-1,0
2021-08-24 03:00:00,17396,-1,-1
2021-08-24 04:00:00,15196,0,0
2021-08-24 05:00:00,13824,-2,0
2021-08-24 06:00:00,13205,-1,0
2021-08-24 07:00:00,12278,-1,0
2021-08-24 08:00:00,11633,0,0
2021-08-24 09:00:00,11630,-3,-2
2021-08-24 10:00:00,12030,0,0
2021-08-24 11:00:00,13172,0,0
2021-08-24 12:00:00,14224,0,75
2021-08-24 13:00:00,14575,0,669
2021-08-24 14:00:00,15599,0,1323
2021-08-24 15:00:00,17123,0,1855
2021-08-24 16:00:00,19081,-1,2027
2021-08-24 17:00:00,21224,0,1886
2021-08-24 18:00:00,22598,7,1907
2021-08-24 19:00:00,22978,34,1951
2021-08-24 20:00:00,23277,0,1897
2021-08-24 21:00:00,23485,-2,1617
2021-08-24 22:00:00,23379,-1,1427
2021-08-24 23:00:00,23470,0,1044
2021-08-25 00:00:00,22902,-1,258
2021-08-25 01:00:00,22335,0,2
2021-08-25 02:00:00,20721,-1,0
2021-08-25 03:00:00,18278,-1,0
2021-08-25 04:00:00,15933,0,0
2021-08-25 05:00:00,14270,0,-4
2021-08-25 06:00:00,13418,-1,0
2021-08-25 07:00:00,12899,0,-1
2021-08-25 08:00:00,12612,-2,0
2021-08-25 09:00:00,12738,0,0
2021-08-25 10:00:00,13164,0,0
2021-08-25 11:00:00,13906,0,-1
2021-08-25 12:00:00,14597,-1,52
2021-08-25 13:00:00,14987,-1,567
2021-08-25 14:00:00,15862,0,1304
2021-08-25 15:00:00,17255,0,1858
2021-08-25 16:00:00,19605,0,2002
2021-08-25 17:00:00,21879,0,1958
2021-08-25 18:00:00,23027,0,1839
